id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,pass_recipient,pass_length,pass_angle,pass_height,pass_end_location,pass_type,pass_body_part,possession_team_id,team_id,player_id,pass_recipient_id,under_pressure,pass_outcome,pass_cross,pass_cut_back,off_camera,pass_aerial_won,pass_assisted_shot_id,pass_shot_assist,pass_backheel,pass_goal_assist,pass_switch,counterpress,pass_deflected,pass_miscommunication,player_x,player_y,pass_end_x,pass_end_y
d2f49fcc-d2ce-46af-ac27-e80164afd35d,1250,1,00:31:46.443,31,46,Pass,76,Real Madrid,Regular Play,Real Madrid,Toni Kroos,Left Center Midfield,"[56.0, 47.0]",1.902052,['385d140f-49ee-43e3-9537-7865981affe6'],18243,Daniel Carvajal Ramos,20.024984,1.5208379,Ground Pass,"[57.0, 67.0]",,Right Foot,220,220,5574,5721.0,,1,,,,,,,,,,,,,56.0,47.0,57.0,67.0
ddb40d1e-2241-4a9b-9130-cb09a213ed06,1253,1,00:31:49.016,31,49,Pass,76,Real Madrid,Regular Play,Real Madrid,Daniel Carvajal Ramos,Right Back,"[57.0, 67.0]",0.843154,['65c4ae30-c138-4fb5-9dcd-6754d9fff4a7'],18243,Karim Benzema,13.453624,-0.8379812,Ground Pass,"[66.0, 57.0]",,Right Foot,220,220,5721,19677.0,,1,,,,,,,,,,,,,57.0,67.0,66.0,57.0
2381a49f-9df4-4813-8185-8d053d89b3a8,1256,1,00:31:50.324,31,50,Pass,76,Real Madrid,Regular Play,Real Madrid,Karim Benzema,Center Forward,"[65.0, 59.0]",1.056679,['12e3e4d8-41bd-469f-a1ea-d9541bebda8f'],18243,Daniel Carvajal Ramos,10.29563,2.634494,Ground Pass,"[56.0, 64.0]",,Right Foot,220,220,19677,5721.0,,1,,,,,,,,,,,,,65.0,59.0,56.0,64.0
e2a7545e-f599-4b64-80ae-59d52e6f454c,1259,1,00:31:52.206,31,52,Pass,76,Real Madrid,Regular Play,Real Madrid,Daniel Carvajal Ramos,Right Back,"[56.0, 64.0]",0.968531,['9dbcdee3-feb8-4f68-8412-719779a7a32b'],18243,Luka Modrić,16.27882,-2.3996453,Ground Pass,"[44.0, 53.0]",,Right Foot,220,220,5721,5463.0,,1,,,,,,,,,,,,,56.0,64.0,44.0,53.0
429b2b4a-dfa4-47b9-85c9-c69224edf8c7,1262,1,00:31:54.119,31,54,Pass,76,Real Madrid,Regular Play,Real Madrid,Luka Modrić,Right Center Midfield,"[43.0, 52.0]",2.454684,['9c1a2d60-56e2-4543-b231-9f0644bb88c2'],18243,Sergio Ramos García,39.012817,-1.5964317,Ground Pass,"[42.0, 13.0]",,Right Foot,220,220,5463,5201.0,,1,,,,,,,,,,,,,43.0,52.0,42.0,13.0
4fa91b95-0059-4548-98cf-83d17f3baa08,1265,1,00:31:57.439,31,57,Pass,76,Real Madrid,Regular Play,Real Madrid,Sergio Ramos García,Left Center Back,"[43.0, 13.0]",1.544082,['3d1506df-c9c1-4f57-8102-17972bd5c592'],18243,Marcelo Vieira da Silva Júnior,20.808653,-0.61466295,Ground Pass,"[60.0, 1.0]",,Right Foot,220,220,5201,5552.0,,1,,,,,,,,,,,,,43.0,13.0,60.0,1.0
d4304954-b4fa-4d29-a0c8-edaa9c9800c7,1268,1,00:31:59.569,31,59,Pass,76,Real Madrid,Regular Play,Real Madrid,Marcelo Vieira da Silva Júnior,Left Back,"[60.0, 1.0]",1.337532,['11ce7ee5-28e2-46ec-9276-2f100b42a491'],18243,Sergio Ramos García,19.697716,2.7233684,Ground Pass,"[42.0, 9.0]",,Left Foot,220,220,5552,5201.0,,1,,,,,,,,,,,,,60.0,1.0,42.0,9.0
0291d1a9-db7d-4cdf-a6d4-558085d82102,1272,1,00:32:04.166,32,4,Pass,76,Real Madrid,Regular Play,Real Madrid,Sergio Ramos García,Left Center Back,"[41.0, 9.0]",2.192693,['9b892b17-57c4-4336-b519-1f0792fb26d7'],18243,Keylor Navas Gamboa,37.64306,2.4502556,Ground Pass,"[12.0, 33.0]",,Right Foot,220,220,5201,5597.0,,1,,,,,,,,,,,,,41.0,9.0,12.0,33.0
af6e2ff6-7542-4f2b-912d-1b308cd9f20c,1275,1,00:32:09.184,32,9,Pass,76,Real Madrid,Regular Play,Real Madrid,Keylor Navas Gamboa,Goalkeeper,"[15.0, 37.0]",2.543845,['50ccfa6a-c639-4461-998b-f6fe36022fbe'],18243,,61.81424,0.16248912,High Pass,"[76.0, 47.0]",,Right Foot,220,220,5597,,,0,,,,,,,,,,,,,15.0,37.0,76.0,47.0
50ccfa6a-c639-4461-998b-f6fe36022fbe,1276,1,00:32:11.728,32,11,Pass,77,Atlético Madrid,Regular Play,Atlético Madrid,Diego Roberto Godín Leal,Left Center Back,"[45.0, 34.0]",1.394096,"['7f9b0860-06dc-400d-995b-3badf222988a', 'af6e2ff6-7542-4f2b-912d-1b308cd9f20c']",18243,Jorge Resurrección Merodio,16.643316,-0.57133746,Low Pass,"[59.0, 25.0]",Recovery,Head,212,212,5249,5199.0,,1,,,,,,,,,,,,,45.0,34.0,59.0,25.0
71e082fd-bd6f-4d9c-9924-d5995f75f3b0,1279,1,00:32:14.472,32,14,Pass,77,Atlético Madrid,Regular Play,Atlético Madrid,Jorge Resurrección Merodio,Left Midfield,"[56.0, 26.0]",1.398416,['e3906773-8214-4000-b1be-ed9e7a20b94a'],18243,Augusto Matías Fernández,6.3245554,1.2490457,Ground Pass,"[58.0, 32.0]",,Right Foot,212,212,5199,19668.0,,1,,,,,,,,,,,,,56.0,26.0,58.0,32.0
8dce7869-ca51-4699-a4ff-bc6d91d4bdfc,1283,1,00:32:16.460,32,16,Pass,77,Atlético Madrid,Regular Play,Atlético Madrid,Augusto Matías Fernández,Left Defensive Midfield,"[58.0, 33.0]",1.703994,"['0a43aeff-6a1e-41ce-87be-01ddb4fae499', '3ced6e71-baf6-496d-a60d-207c651fe236']",18243,,20.615528,1.9693187,Ground Pass,"[50.0, 52.0]",,Right Foot,212,212,19668,,True,0,,,,,,,,,,,,,58.0,33.0,50.0,52.0
b69b9ed1-94fc-4f1c-b7c1-6e6ce639c2fc,1286,1,00:32:21.308,32,21,Pass,77,Atlético Madrid,Regular Play,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,Left Wing,"[69.0, 30.0]",0.574331,['f6bb75f4-8455-45f3-9f6f-c06329fc0dae'],18243,Marcelo Vieira da Silva Júnior,13.038404,-1.4940244,Ground Pass,"[70.0, 17.0]",,Right Foot,212,220,5207,5552.0,,1,,,,,,,,,,,,,69.0,30.0,70.0,17.0
6c0d66b0-787f-4d68-acb2-9c16346534d4,1289,1,00:32:24.115,32,24,Pass,77,Atlético Madrid,Regular Play,Real Madrid,Marcelo Vieira da Silva Júnior,Left Back,"[81.0, 16.0]",0.1602,"['83d6fb25-8ab6-430a-9ed8-b49b7a6cf3e3', 'abc272cd-bfc9-4208-af39-424977ad21d1']",18243,Karim Benzema,5.0,0.6435011,Ground Pass,"[85.0, 19.0]",,Left Foot,212,220,5552,19677.0,,0,,,,,,,,,,,,,81.0,16.0,85.0,19.0
644e491c-1612-4080-a5f7-985433667536,1292,1,00:32:25.086,32,25,Pass,77,Atlético Madrid,Regular Play,Atlético Madrid,Stefan Savić,Right Center Back,"[25.0, 54.0]",1.4862,['bd8acf19-7dea-4634-ad66-b2e394223c80'],18243,Gabriel Fernández Arenas,13.152946,0.15264933,High Pass,"[38.0, 56.0]",Recovery,Head,212,212,6376,6384.0,,1,,,,,,,,,,,,,25.0,54.0,38.0,56.0
90351d40-5bf2-4ac2-a22d-0db04128947e,1295,1,00:32:26.574,32,26,Pass,77,Atlético Madrid,Regular Play,Atlético Madrid,Gabriel Fernández Arenas,Right Defensive Midfield,"[37.0, 56.0]",0.6947,['e34c3af3-8ab5-435e-afd5-8fd41d02399e'],18243,Saúl Ñíguez Esclapez,4.0,0.0,Low Pass,"[41.0, 56.0]",,Right Foot,212,212,6384,6381.0,,1,,,,,,,,,,,,,37.0,56.0,41.0,56.0
a732779c-fe91-44d9-bd14-9bf485e749f3,1306,1,00:32:37.162,32,37,Pass,77,Atlético Madrid,Regular Play,Atlético Madrid,Saúl Ñíguez Esclapez,Right Midfield,"[63.0, 80.0]",0.528146,['8a5d0254-1841-4cb3-8039-1641e2c23c9a'],18243,,4.0,3.1415927,Ground Pass,"[59.0, 80.0]",,Left Foot,212,212,6381,,,0,,,,,,,,,,,,,63.0,80.0,59.0,80.0
c45bab3f-9d1c-4656-87ea-061f7ec397ef,1308,1,00:32:43.113,32,43,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Juan Francisco Torres Belén,Right Back,"[57.0, 80.0]",1.382144,['7bd4981d-a234-4279-ba1e-2065e4ab2f78'],18243,Gabriel Fernández Arenas,6.3245554,-2.819842,Low Pass,"[51.0, 78.0]",Throw-in,,212,212,6375,6384.0,,1,,,True,,,,,,,,,,57.0,80.0,51.0,78.0
e0589972-95e3-49c1-969b-f14cfa7993df,1310,1,00:32:47.013,32,47,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Gabriel Fernández Arenas,Right Defensive Midfield,"[50.0, 76.0]",1.64624,['b3c6449b-62ff-4cf4-86e0-3f81c20ee7d4'],18243,Stefan Savić,12.0415945,3.0584514,Ground Pass,"[38.0, 77.0]",,Right Foot,212,212,6384,6376.0,,1,,,,,,,,,,,,,50.0,76.0,38.0,77.0
dd5e5a8c-4c80-4a75-9ea6-5eeb707b58ed,1313,1,00:32:49.422,32,49,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Stefan Savić,Right Center Back,"[38.0, 77.0]",2.249678,['5b9099d5-6eda-4367-98cc-30c601d11f19'],18243,Juan Francisco Torres Belén,25.179358,0.119428925,Ground Pass,"[63.0, 80.0]",,Left Foot,212,212,6376,6375.0,,1,,,,,,,,,,,,,38.0,77.0,63.0,80.0
a1554d12-9d07-48c7-90ab-43ea7fe4be59,1316,1,00:32:54.261,32,54,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Juan Francisco Torres Belén,Right Back,"[71.0, 80.0]",1.554458,['231613c0-2a92-4c6f-b917-8f2914d41ddc'],18243,Antoine Griezmann,23.345236,-0.17219082,Ground Pass,"[94.0, 76.0]",,Right Foot,212,212,6375,5487.0,,1,,,,,,,,,,,,,71.0,80.0,94.0,76.0
676af760-d4c1-4f67-8b65-d06b3d2cfcbd,1318,1,00:32:55.816,32,55,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Antoine Griezmann,Left Center Forward,"[94.0, 76.0]",1.3415,['ef6aef35-2395-4ba8-abf4-d2535a39d975'],18243,Saúl Ñíguez Esclapez,15.652476,-2.6779451,Ground Pass,"[80.0, 69.0]",,Left Foot,212,212,5487,6381.0,,1,,,,,,,,,,,,,94.0,76.0,80.0,69.0
790c24e3-03fc-451d-86fe-e1709bdf8d8b,1322,1,00:32:59.383,32,59,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Saúl Ñíguez Esclapez,Right Midfield,"[83.0, 58.0]",0.813882,['c385364e-be42-4629-89cb-e995c52ce32e'],18243,Jorge Resurrección Merodio,6.0827627,-1.4056476,Ground Pass,"[84.0, 52.0]",,Left Foot,212,212,6381,5199.0,,1,,,,,,,,,,,,,83.0,58.0,84.0,52.0
4404f7dd-df57-4fa6-bac0-fc29650819db,1325,1,00:33:03.243,33,3,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Jorge Resurrección Merodio,Left Midfield,"[72.0, 52.0]",0.757262,['7be73023-559c-40a8-9966-9559f365050c'],18243,,10.630146,0.71883,Ground Pass,"[80.0, 59.0]",,Right Foot,212,212,5199,,,0,,,,,,,,,,,,,72.0,52.0,80.0,59.0
e23b9be4-dd84-47a9-8aeb-20f5d1aa5111,1327,1,00:33:06.062,33,6,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Saúl Ñíguez Esclapez,Right Midfield,"[83.0, 43.0]",1.269289,['ee9a4337-ab7d-4869-91ab-55753776cc69'],18243,Augusto Matías Fernández,16.970562,-2.3561945,Ground Pass,"[71.0, 31.0]",Recovery,Left Foot,212,212,6381,19668.0,,1,,,,,,,,,,,,,83.0,43.0,71.0,31.0
27fa2148-06d7-458e-8a62-4a9bd38007f4,1330,1,00:33:08.258,33,8,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Augusto Matías Fernández,Left Defensive Midfield,"[71.0, 31.0]",0.969803,['90f90d04-d77c-4515-8f12-54765c04fb53'],18243,Filipe Luís Kasmirski,20.615528,-1.1722739,Ground Pass,"[79.0, 12.0]",,Right Foot,212,212,19668,6320.0,,1,,,,,,,,,,,,,71.0,31.0,79.0,12.0
75e15852-9f2f-4223-a360-a86ac15d2e00,1334,1,00:33:10.905,33,10,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Filipe Luís Kasmirski,Left Back,"[79.0, 18.0]",1.1968,['b23e2eff-4cfb-4112-94e2-a47179af0075'],18243,Jorge Resurrección Merodio,14.0,1.5707964,Ground Pass,"[79.0, 32.0]",,Left Foot,212,212,6320,5199.0,,1,,,,,,,,,,,,,79.0,18.0,79.0,32.0
a837c8cc-1fe9-4493-a34c-fdcc9ffc3738,1336,1,00:33:12.102,33,12,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Jorge Resurrección Merodio,Left Midfield,"[79.0, 32.0]",1.348007,['63a59cf8-741c-4eb3-bee7-b04a0e007555'],18243,Augusto Matías Fernández,17.20465,-2.1910458,Ground Pass,"[69.0, 18.0]",,Right Foot,212,212,5199,19668.0,,1,,,,,,,,,,,,,79.0,32.0,69.0,18.0
99f14cca-de5a-4f83-a125-baef8cd3bb22,1339,1,00:33:19.241,33,19,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Augusto Matías Fernández,Left Defensive Midfield,"[70.0, 29.0]",1.770543,['ef9fd022-ea04-415f-a985-a53172498f4e'],18243,Jorge Resurrección Merodio,23.021729,-1.6142472,Ground Pass,"[69.0, 6.0]",,Right Foot,212,212,19668,5199.0,,1,,,,,,,,,,,,,70.0,29.0,69.0,6.0
b0f69dfd-9597-4149-86d5-5f4fc9e2fb33,1342,1,00:33:21.052,33,21,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Jorge Resurrección Merodio,Left Midfield,"[69.0, 6.0]",1.360838,['d86d432e-1d2a-4278-b072-5fb84e787410'],18243,Augusto Matías Fernández,17.262676,1.7454685,Ground Pass,"[66.0, 23.0]",,Right Foot,212,212,5199,19668.0,,1,,,,,,,,,,,,,69.0,6.0,66.0,23.0
d8877600-4be9-4b1b-9a29-453fbd22d3cb,1345,1,00:33:22.753,33,22,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Augusto Matías Fernández,Left Defensive Midfield,"[66.0, 24.0]",1.214524,['1185bfdc-e449-43a7-94c6-31a55b792212'],18243,Jorge Resurrección Merodio,11.18034,-0.1798535,Ground Pass,"[77.0, 22.0]",,Right Foot,212,212,19668,5199.0,,1,,,,,,,,,,,,,66.0,24.0,77.0,22.0
ecf8f42e-806c-46a7-931e-7f805a102669,1348,1,00:33:24.008,33,24,Pass,78,Atlético Madrid,From Throw In,Atlético Madrid,Jorge Resurrección Merodio,Left Midfield,"[77.0, 22.0]",1.4527,['6673cb0d-e414-4832-ae7e-250248fabe54'],18243,Antoine Griezmann,25.079872,0.07982998,Ground Pass,"[102.0, 24.0]",,Right Foot,212,212,5199,5487.0,,1,,,,,2dd5f4d5-75b0-43a9-b07b-2e7c33264e50,True,,,,,,,77.0,22.0,102.0,24.0
1dbfcc81-e363-45f6-8afb-82df91b93d96,1354,1,00:33:42.499,33,42,Pass,80,Real Madrid,From Keeper,Real Madrid,Keylor Navas Gamboa,Goalkeeper,"[15.0, 40.0]",2.886008,['3ef588b6-4894-4b4a-abfb-b23c2e850df1'],18243,Cristiano Ronaldo dos Santos Aveiro,64.884514,-0.4981167,High Pass,"[72.0, 9.0]",,Drop Kick,220,220,5597,5207.0,,1,,,,,,,,,,,,,15.0,40.0,72.0,9.0
bf77492f-627b-4146-afc3-348b10914be1,1357,1,00:33:45.412,33,45,Pass,81,Real Madrid,Regular Play,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,Left Wing,"[72.0, 9.0]",1.690074,"['24ec6c38-7538-46d0-a0e2-2b29990365cb', 'faeddfb3-058b-457f-ad88-d82845207ba6']",18243,Karim Benzema,17.262676,1.3961241,Low Pass,"[75.0, 26.0]",,,220,220,5207,19677.0,True,1,,,,True,,,,,,,,,72.0,9.0,75.0,26.0
0075cf6c-6a28-48a2-b2cb-7509ffd47c9d,1360,1,00:33:48.073,33,48,Pass,82,Real Madrid,Regular Play,Real Madrid,Karim Benzema,Center Forward,"[77.0, 29.0]",1.53224,"['61f64b78-7f74-4324-a6d9-4353368ab604', 'f1071006-8001-4a6b-86d2-e46fa34cb039']",18243,Gareth Frank Bale,20.615528,1.1722739,Ground Pass,"[85.0, 48.0]",,Right Foot,220,220,19677,6399.0,,0,,,,,,,,,,,,,77.0,29.0,85.0,48.0
61f64b78-7f74-4324-a6d9-4353368ab604,1362,1,00:33:49.605,33,49,Pass,83,Atlético Madrid,Regular Play,Atlético Madrid,Filipe Luís Kasmirski,Left Back,"[36.0, 33.0]",1.15222,"['0075cf6c-6a28-48a2-b2cb-7509ffd47c9d', '394f03b8-b810-4c52-b6fa-721c2ee0dbca']",18243,Gabriel Fernández Arenas,22.36068,1.3909428,Ground Pass,"[40.0, 55.0]",Interception,Left Foot,212,212,6320,6384.0,,1,,,,,,,,,,True,,,36.0,33.0,40.0,55.0
786ecd2d-b46b-4a67-83e3-783f565f6d8f,1365,1,00:33:53.118,33,53,Pass,83,Atlético Madrid,Regular Play,Atlético Madrid,Gabriel Fernández Arenas,Right Defensive Midfield,"[50.0, 51.0]",1.58991,['58fb931e-f532-426e-9a5a-cb339e481819'],18243,,38.587563,-0.54486394,High Pass,"[83.0, 31.0]",,Right Foot,212,212,6384,,,0,,,,,,,,,,,,,50.0,51.0,83.0,31.0
58fb931e-f532-426e-9a5a-cb339e481819,1366,1,00:33:54.708,33,54,Pass,84,Real Madrid,Regular Play,Real Madrid,Daniel Carvajal Ramos,Right Back,"[38.0, 50.0]",2.625358,"['55a6f4c3-71d5-4f4e-813f-0d8eb406c564', '786ecd2d-b46b-4a67-83e3-783f565f6d8f']",18243,Keylor Navas Gamboa,34.98571,-2.6011732,High Pass,"[8.0, 32.0]",Recovery,Head,220,220,5721,5597.0,,1,,,,,,,,,,,,,38.0,50.0,8.0,32.0
6b485e5f-fc3f-43cb-acd1-09c789b37770,1369,1,00:34:00.652,34,0,Pass,84,Real Madrid,Regular Play,Real Madrid,Keylor Navas Gamboa,Goalkeeper,"[14.0, 31.0]",0.979805,['ae60fa2c-16b2-44d8-bc1e-baadb8fbabe5'],18243,Toni Kroos,31.906113,-0.56192154,Ground Pass,"[41.0, 14.0]",,Right Foot,220,220,5597,5574.0,,1,,,,,,,,,,,,,14.0,31.0,41.0,14.0
9fc92603-7fbb-4686-985e-85f160243520,1372,1,00:34:02.698,34,2,Pass,84,Real Madrid,Regular Play,Real Madrid,Toni Kroos,Left Center Midfield,"[41.0, 13.0]",1.418704,['bb483aa9-13cb-41fd-beab-d11eef03aa40'],18243,Marcelo Vieira da Silva Júnior,18.601076,-0.63274884,Ground Pass,"[56.0, 2.0]",,Right Foot,220,220,5574,5552.0,,1,,,,,,,,,,,,,41.0,13.0,56.0,2.0
c18035ee-25cf-487d-85e1-1c7562d5cec5,1375,1,00:34:04.979,34,4,Pass,84,Real Madrid,Regular Play,Real Madrid,Marcelo Vieira da Silva Júnior,Left Back,"[56.0, 2.0]",1.394409,['e21fc870-2d78-4f89-9fa9-bcb4329793d8'],18243,Cristiano Ronaldo dos Santos Aveiro,14.0,0.0,Ground Pass,"[70.0, 2.0]",,Left Foot,220,220,5552,5207.0,,1,,,,,,,,,,,,,56.0,2.0,70.0,2.0
27549ba2-576b-4612-a15d-84089fafad28,1377,1,00:34:06.373,34,6,Pass,84,Real Madrid,Regular Play,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,Left Wing,"[70.0, 2.0]",1.214609,['0f78349c-e104-416a-ac60-9fa6ba3022b2'],18243,Toni Kroos,20.248457,2.567288,Ground Pass,"[53.0, 13.0]",,Right Foot,220,220,5207,5574.0,,1,,,,,,,,,,,,,70.0,2.0,53.0,13.0
8ee5f054-2c39-4895-bde8-2bec76e970e6,1380,1,00:34:10.670,34,10,Pass,84,Real Madrid,Regular Play,Real Madrid,Toni Kroos,Left Center Midfield,"[56.0, 16.0]",0.864683,['5ab89c18-e30e-4c38-a12b-281fcc3d1725'],18243,Luka Modrić,17.464249,1.3397057,Ground Pass,"[60.0, 33.0]",,Right Foot,220,220,5574,5463.0,,1,,,,,,,,,,,,,56.0,16.0,60.0,33.0
b49cb2b3-f0c6-49f0-98fd-70460b35254c,1383,1,00:34:11.663,34,11,Pass,84,Real Madrid,Regular Play,Real Madrid,Luka Modrić,Right Center Midfield,"[60.0, 33.0]",0.839664,['36bb2231-2e08-408c-a2bf-1dcd31c66935'],18243,Marcelo Vieira da Silva Júnior,19.849434,-0.7140907,High Pass,"[75.0, 20.0]",,Right Foot,220,220,5463,5552.0,,1,,,,,,,,,,,,,60.0,33.0,75.0,20.0
47501339-2562-4565-acbf-36cbe1ce8bf0,1385,1,00:34:12.753,34,12,Pass,84,Real Madrid,Regular Play,Real Madrid,Marcelo Vieira da Silva Júnior,Left Back,"[75.0, 20.0]",1.699082,['982b6be9-c26c-42b1-9e6a-e0615dcad938'],18243,Cristiano Ronaldo dos Santos Aveiro,16.0,-1.5707964,High Pass,"[75.0, 4.0]",,Head,220,220,5552,5207.0,,1,,,,,,,,,,,,,75.0,20.0,75.0,4.0
0de3acbf-0862-4a9f-9d68-813ea660abf9,1389,1,00:34:15.722,34,15,Pass,84,Real Madrid,Regular Play,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,Left Wing,"[70.0, 3.0]",0.754154,"['17f83a49-b128-410d-8040-bcb6850342e6', '2810e633-fd5b-44a1-b5ed-7e51fd5e46df']",18243,Toni Kroos,13.341664,2.9147937,Ground Pass,"[57.0, 6.0]",,Right Foot,220,220,5207,5574.0,True,1,,,,,,,,,,,,,70.0,3.0,57.0,6.0
3459783d-612d-4654-87c7-b0e15fbf03da,1393,1,00:34:17.772,34,17,Pass,84,Real Madrid,Regular Play,Real Madrid,Toni Kroos,Left Center Midfield,"[57.0, 3.0]",1.450212,"['35213228-9d4a-41d6-9405-be82347c9b03', '5eb61628-8216-4c47-81bc-06feb974eebd']",18243,Cristiano Ronaldo dos Santos Aveiro,14.866069,0.7378151,Ground Pass,"[68.0, 13.0]",,Right Foot,220,220,5574,5207.0,True,1,,,,,,,,,,,,,57.0,3.0,68.0,13.0
8a06740a-d638-43c5-bff0-2c1d7a493fec,1396,1,00:34:19.615,34,19,Pass,84,Real Madrid,Regular Play,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,Left Wing,"[67.0, 13.0]",0.8733,['ece7ac37-2585-4e41-8ddd-6419a8e3b69c'],18243,Luka Modrić,8.602325,2.1910458,Ground Pass,"[62.0, 20.0]",,Right Foot,220,220,5207,5463.0,,1,,,,,,,,,,,,,67.0,13.0,62.0,20.0
b429bb02-bf9f-4a5c-847f-a0a1c222eaa0,1399,1,00:34:20.572,34,20,Pass,84,Real Madrid,Regular Play,Real Madrid,Luka Modrić,Right Center Midfield,"[62.0, 20.0]",2.1653,"['7f8efb80-78f7-4840-b61d-d24eb3b8461c', '89867f53-93a4-4147-8d13-6dc9ff3ca371']",18243,Toni Kroos,30.88689,-0.5070985,High Pass,"[89.0, 5.0]",,Right Foot,220,220,5463,5574.0,,0,,,,,,,,,,,,,62.0,20.0,89.0,5.0
7f8efb80-78f7-4840-b61d-d24eb3b8461c,1401,1,00:34:22.737,34,22,Pass,85,Atlético Madrid,Regular Play,Atlético Madrid,Stefan Savić,Right Center Back,"[32.0, 76.0]",0.924111,"['307fb24c-82bb-4235-bd42-678dec7bfccc', 'b429bb02-bf9f-4a5c-847f-a0a1c222eaa0']",18243,Saúl Ñíguez Esclapez,8.246211,0.24497867,Low Pass,"[40.0, 78.0]",Interception,Right Foot,212,212,6376,6381.0,,1,,,,,,,,,,True,,,32.0,76.0,40.0,78.0
8839b82d-55a1-4469-9cc5-73d50a64cb74,1404,1,00:34:26.777,34,26,Pass,85,Atlético Madrid,Regular Play,Atlético Madrid,Saúl Ñíguez Esclapez,Right Midfield,"[49.0, 75.0]",0.7419,['697d47c9-1499-4d85-863f-72560f4c64b0'],18243,Antoine Griezmann,15.231546,-1.1659045,Ground Pass,"[55.0, 61.0]",,Left Foot,212,212,6381,5487.0,,1,,,,,,,,,,,,,49.0,75.0,55.0,61.0
9541e339-9917-4a43-91e1-07ef7e3c2eba,1407,1,00:34:27.573,34,27,Pass,85,Atlético Madrid,Regular Play,Atlético Madrid,Antoine Griezmann,Left Center Forward,"[55.0, 61.0]",1.25852,['870d8e65-4507-4d8e-b5b5-600a6a5bf613'],18243,Augusto Matías Fernández,12.083046,-2.714965,Ground Pass,"[44.0, 56.0]",,Left Foot,212,212,5487,19668.0,,1,,,,,,,,,,,,,55.0,61.0,44.0,56.0
655d8246-4f59-4df0-8858-c9f9dfa38820,1410,1,00:34:28.850,34,28,Pass,85,Atlético Madrid,Regular Play,Atlético Madrid,Augusto Matías Fernández,Left Defensive Midfield,"[44.0, 56.0]",0.481634,['50e97881-5789-42d6-8acb-e152188fc3a3'],18243,,6.0827627,-1.4056476,Ground Pass,"[45.0, 50.0]",,Right Foot,212,212,19668,,,0,,,,,,,,,,,,,44.0,56.0,45.0,50.0
05d54ae3-82cc-46a7-864a-2b3bd45e5fdf,1418,1,00:34:41.461,34,41,Pass,85,Atlético Madrid,Regular Play,Atlético Madrid,Antoine Griezmann,Left Center Forward,"[80.0, 17.0]",1.586583,['389d8e60-2a7a-4c9b-bdf2-93d3df30b38c'],18243,Filipe Luís Kasmirski,15.0,-0.9272952,Ground Pass,"[89.0, 5.0]",,Left Foot,212,212,5487,6320.0,,1,,,,,,,,,,,,,80.0,17.0,89.0,5.0
766535cb-1645-40be-ae81-2b654256174d,1421,1,00:34:43.142,34,43,Pass,85,Atlético Madrid,Regular Play,Atlético Madrid,Filipe Luís Kasmirski,Left Back,"[89.0, 5.0]",1.949494,['e2081d10-c908-45b5-81cc-cf90cbfc9cbb'],18243,Jorge Resurrección Merodio,16.03122,-0.06241881,Ground Pass,"[105.0, 4.0]",,Left Foot,212,212,6320,5199.0,,1,,,,,,,,,,,,,89.0,5.0,105.0,4.0
6f145ec5-f98a-4d9d-a7cf-9cdfef4caed1,1425,1,00:34:46.922,34,46,Pass,85,Atlético Madrid,Regular Play,Atlético Madrid,Jorge Resurrección Merodio,Left Midfield,"[108.0, 12.0]",1.102701,['4c6e713c-b6a3-4540-baae-e27c77052b7d'],18243,Filipe Luís Kasmirski,4.472136,-2.6779451,Ground Pass,"[104.0, 10.0]",,Right Foot,212,212,5199,6320.0,,1,,,,,,,,,,,,,108.0,12.0,104.0,10.0
63fb9078-6db2-4441-a8ce-21c1c76aa451,1432,1,00:34:51.660,34,51,Pass,85,Atlético Madrid,Regular Play,Atlético Madrid,Filipe Luís Kasmirski,Left Back,"[100.0, 30.0]",1.433755,['0933ddbc-6e07-4a92-a1c2-24049321e2cb'],18243,Gabriel Fernández Arenas,19.697716,1.9890207,Ground Pass,"[92.0, 48.0]",,Left Foot,212,212,6320,6384.0,,1,,,,,,,,,,,,,100.0,30.0,92.0,48.0
